time	level
200302	0.169
200303	0.149
200304	0.2
200305	0.184
200306	0.213
200307	0.215
200308	0.375
200309	0.373
200310	0.308
200311	0.238
200312	0.161
200401	0.061
200402	0.072
200403	0.185
200404	0.169
200405	0.255
200406	0.302
200407	0.308
200408	0.317
200409	0.274
200410	0.3
200411	0.158
200412	-0.125
200501	0.051
200502	0.072
200503	0.035
200504	0.149
200505	0.174
200506	0.191
200507	0.293
200508	0.3
200509	0.325
200510	0.268
200511	0.253
200512	0.145
200601	0.143
200602	0.181
200603	0.171
200604	0.241
200605	0.241
200606	0.218
200607	0.255
200608	0.256
200609	0.224
200610	0.223
200611	0.167
200612	0.128
200701	0.066
200702	0.07
200703	0.188
200704	0.177
200705	0.227
200706	0.246
200707	0.277
200708	0.389
200709	0.36
200710	0.275
200711	0.274
200712	0.191
200801	0.072
200802	0.044
200803	0.054
200804	0.155
200805	0.22
200806	0.171
200807	0.209
200808	0.232
200809	0.208
200810	0.105
200811	0.139
200812	0.094
200901	0.22
200902	0.217
200903	0.237
200904	0.296
200905	0.312
200906	0.404
200907	0.377
200908	0.496
200909	0.401
200910	0.338
200911	0.205
200912	0.133
201001	0.092
201002	0.136
201003	0.158
201004	0.187
201005	0.228
201006	0.235
201007	0.291
201008	0.356
201009	0.305
201010	0.327
201011	0.236
201012	0.171
201101	0.109
201102	0.174
201103	0.168
201104	0.158
201105	0.251
201106	0.277
201107	0.359
201108	0.357
201109	0.311
201110	0.263
201111	0.185
201112	0.125
201201	0.087
201202	0.176
201203	0.256
201204	0.208
201205	0.274
201206	0.293
201207	0.301
201208	0.346
201209	0.353
201210	0.297
201211	0.16
201212	0.139
201301	0.105
201302	0.081
201303	0.124
201304	0.217
201305	0.186
201306	0.189
201307	0.247
201308	0.301
201309	0.339
201310	0.34
201311	0.16
201312	0.177
201401	0.212
201402	0.257
201403	0.229
201404	0.309
201405	0.284
201406	0.369
201407	0.408
201408	0.376
201409	0.377
201410	0.413
201411	0.326
201412	0.235
201501	0.0955
201502	0.1275
201503	0.167
201504	0.25
201505	0.274
201506	0.298
201507	0.405
201508	0.451
201509	0.399
201510	0.349
201511	0.246
201512	0.215
201601	0.252
201602	0.217
201603	0.2695
201604	0.322
201605	0.347
201606	0.308
201607	0.35
201608	0.444
201609	0.48
201610	0.343
201611	0.315
201612	0.235
201701	0.15
201702	0.242
201703	0.299
201704	0.295
201705	0.234
201706	0.338
201707	0.339
201708	0.395
201709	0.391
201710	0.424
201711	0.269
201712	0.211
201801	0.162
201802	0.159
201803	0.189
201804	0.247
201805	0.232
201806	0.321
201807	0.39
201808	0.428
201809	0.408
201810	0.32
201811	0.229
201812	0.194
201901	0.248
201902	0.208
201903	0.262
201904	0.281
201905	0.329
201906	0.332
201907	0.375
201908	0.366
201909	0.361
201910	0.289
201911	0.281
201912	0.134
202001	0.146
202002	0.195
202003	0.174
202004	0.232
202005	0.274
202006	0.332
202007	0.356
202008	0.371
202009	0.392
202010	0.416
202011	0.292
202012	0.244
202101	0.11
202102	0.083
202103	0.17
202104	0.274
202105	0.261
202106	0.276
202107	0.362
202108	0.337
202109	0.342
202110	0.434
202111	0.514
202112	0.49
202201	0.482
202202	0.474
202203	0.487
202204	0.496
202205	0.476
202206	0.535
202207	0.621
202208	0.618
202209	0.661
202210	0.539
202211	0.422
202212	0.437
202301	0.383
202302	0.437
202303	0.388
202304	0.441
202305	0.199
202306	0.236
202307	0.2895
202308	0.311
202309	0.315
202310	0.28500000000000003
202311	0.187
202312	0.139
